crop,year,season,state,area,production,annual rainfall,yield
Sugarcane,2015,Whole Year ,Andhra Pradesh,121685.0,9353418,940.7,85.06461538
Sunflower,2015,Kharif     ,Andhra Pradesh,6568.0,5165,940.7,0.965
Sunflower,2015,Rabi       ,Andhra Pradesh,19725.0,18004,940.7,0.9525
Wheat,2015,Rabi       ,Andhra Pradesh,164.0,115,940.7,0.696666667
Bajra,2015,Kharif     ,Puducherry,6.0,15,1980.6,2.5
Bajra,2015,Summer     ,Puducherry,1.0,2,1980.6,2.0
Groundnut,2015,Kharif     ,Puducherry,5.0,11,1980.6,2.2
Groundnut,2015,Rabi       ,Puducherry,239.0,717,1980.6,3.0
Groundnut,2015,Summer     ,Puducherry,55.0,165,1980.6,3.0
Onion,2015,Summer     ,Puducherry,1.0,6,1980.6,6.0
Rice,2015,Kharif     ,Puducherry,3817.0,12250,1980.6,2.273333333
Rice,2015,Rabi       ,Puducherry,8505.0,19587,1980.6,2.47
Rice,2015,Summer     ,Puducherry,3941.0,12049,1980.6,2.225
Sugarcane,2015,Kharif     ,Puducherry,1821.0,213968,1980.6,117.5
Maize,2015,Kharif     ,Assam,28420.0,87175,2155.3,2.514074074
Onion,2015,Whole Year ,Assam,8503.0,80339,2155.3,6.916296296
Potato,2015,Whole Year ,Assam,103812.0,694002,2155.3,6.482962963
Rice,2015,Autumn     ,Assam,191322.0,256729,2155.3,1.398888889
Rice,2015,Summer     ,Assam,404982.0,1141336,2155.3,2.488076923
Rice,2015,Winter     ,Assam,1888683.0,3727039,2155.3,1.965925926
Sugarcane,2015,Whole Year ,Assam,29460.0,1038329,2155.3,35.5662963
Wheat,2015,Rabi       ,Assam,20975.0,24489,2155.3,1.1756
Maize,2015,Kharif     ,Meghalaya,18056.0,41242,3870.8,2.24
Onion,2015,Rabi       ,Meghalaya,521.0,4595,3870.8,8.331
Potato,2015,Summer     ,Meghalaya,12498.0,140311,3870.8,8.179090909
Potato,2015,Winter     ,Meghalaya,6063.0,43505,3870.8,6.711818182
Rice,2015,Autumn     ,Meghalaya,33136.0,77453,3870.8,2.551818182
Rice,2015,Rabi       ,Meghalaya,13649.0,62901,3870.8,2.557272727
Rice,2015,Winter     ,Meghalaya,63670.0,160722,3870.8,2.347272727
Sugarcane,2015,Whole Year ,Meghalaya,117.0,356,3870.8,2.7475
Wheat,2015,Rabi       ,Meghalaya,448.0,875,3870.8,1.646
Groundnut,2015,Kharif     ,Goa,361.0,736,2587.1,2.04
Groundnut,2015,Rabi       ,Goa,1537.0,3298,2587.1,2.15
Rice,2015,Kharif     ,Goa,27730.0,78489,2587.1,2.83
Rice,2015,Rabi       ,Goa,13614.0,36579,2587.1,2.76
Sugarcane,2015,Whole Year ,Goa,1139.0,58077,2587.1,53.265
Bajra,2015,Kharif     ,Karnataka,163108.0,107157,1024.9,0.674705882
Bajra,2015,Summer     ,Karnataka,3226.0,3579,1024.9,1.084
Groundnut,2015,Kharif     ,Karnataka,406076.0,273701,1024.9,0.726071429
Groundnut,2015,Rabi       ,Karnataka,3646.0,6850,1024.9,1.88
Groundnut,2015,Summer     ,Karnataka,160363.0,114220,1024.9,0.750434783
Maize,2015,Kharif     ,Karnataka,1091587.0,2982667,1024.9,2.7225
Maize,2015,Rabi       ,Karnataka,103950.0,258320,1024.9,2.544285714
Maize,2015,Summer     ,Karnataka,24754.0,69486,1024.9,2.877407407
Onion,2015,Kharif     ,Karnataka,173510.0,757715,1024.9,4.7168
Onion,2015,Rabi       ,Karnataka,15694.0,88814,1024.9,6.207083333
Onion,2015,Summer     ,Karnataka,6246.0,27006,1024.9,4.536666667
Potato,2015,Kharif     ,Karnataka,31633.0,126990,1024.9,4.458333333
Potato,2015,Rabi       ,Karnataka,6029.0,90778,1024.9,14.405
Potato,2015,Summer     ,Karnataka,464.0,7517,1024.9,15.74090909
Rice,2015,Kharif     ,Karnataka,977005.0,2641669,1024.9,2.525666667
Rice,2015,Rabi       ,Karnataka,29329.0,71420,1024.9,2.456428571
Rice,2015,Summer     ,Karnataka,103711.0,307524,1024.9,2.785769231
Sugarcane,2015,Whole Year ,Karnataka,449586.0,36314129,1024.9,85.546
Sunflower,2015,Kharif     ,Karnataka,125584.0,51251,1024.9,0.4084
Sunflower,2015,Rabi       ,Karnataka,194166.0,60738,1024.9,0.4605
Sunflower,2015,Summer     ,Karnataka,10573.0,8866,1024.9,0.896428571
Wheat,2015,Rabi       ,Karnataka,173856.0,128988,1024.9,0.854285714
Groundnut,2015,Whole Year ,Kerala,449.0,619,2602.9,1.38
Maize,2015,Whole Year ,Kerala,59.0,74,2602.9,1.73
Onion,2015,Whole Year ,Kerala,27.0,0,2602.9,0.0
Potato,2015,Whole Year ,Kerala,491.0,6581,2602.9,7.215
Rice,2015,Autumn     ,Kerala,60418.0,160894,2602.9,2.327692308
Rice,2015,Summer     ,Kerala,47334.0,144706,2602.9,2.67
Rice,2015,Winter     ,Kerala,89118.0,243675,2602.9,2.370714286
Sugarcane,2015,Whole Year ,Kerala,1361.588,138125,2602.9,42.25571429
Wheat,2015,Whole Year ,Kerala,2.0,3,2602.9,1.5
Bajra,2015,Kharif     ,Tamil Nadu,35460.0,95506,1201.9,2.82
Bajra,2015,Rabi       ,Tamil Nadu,16146.0,38825,1201.9,2.496
Groundnut,2015,Kharif     ,Tamil Nadu,222820.0,484630,1201.9,2.3675
Groundnut,2015,Rabi       ,Tamil Nadu,123791.0,407650,1201.9,3.264333333
Maize,2015,Kharif     ,Tamil Nadu,201750.0,1483163,1201.9,7.782
Maize,2015,Rabi       ,Tamil Nadu,153314.0,1049167,1201.9,6.849655172
Onion,2015,Kharif     ,Tamil Nadu,16013.0,154375,1201.9,9.524166667
Onion,2015,Rabi       ,Tamil Nadu,19796.0,128339,1201.9,6.711071429
Potato,2015,Kharif     ,Tamil Nadu,3235.0,65799,1201.9,20.9825
Potato,2015,Rabi       ,Tamil Nadu,1071.0,24164,1201.9,22.4075
Rice,2015,Kharif     ,Tamil Nadu,2000212.0,7374681,1201.9,4.061290323
Sugarcane,2015,Whole Year ,Tamil Nadu,252272.0,25508824,1201.9,98.0
Sunflower,2015,Kharif     ,Tamil Nadu,1957.0,2768,1201.9,1.38952381
Sunflower,2015,Rabi       ,Tamil Nadu,6328.0,6014,1201.9,1.042727273
Bajra,2016,Kharif     ,Andhra Pradesh,38762.0,67598,890.0,1.744545455
Bajra,2016,Rabi       ,Andhra Pradesh,3124.0,4355,890.0,1.827142857
Groundnut,2016,Kharif     ,Andhra Pradesh,933233.0,390732,890.0,1.705384615
Groundnut,2016,Rabi       ,Andhra Pradesh,79576.0,211999,890.0,2.804615385
Maize,2016,Kharif     ,Andhra Pradesh,85501.0,354764,890.0,3.907692308
Maize,2016,Rabi       ,Andhra Pradesh,164778.0,1298137,890.0,6.493846154
Onion,2016,Kharif     ,Andhra Pradesh,32006.0,555944,890.0,21.05416667
Onion,2016,Rabi       ,Andhra Pradesh,3511.0,77209,890.0,22.11
Potato,2016,Kharif     ,Andhra Pradesh,527.0,4751,890.0,9.09
Potato,2016,Rabi       ,Andhra Pradesh,1164.0,10675,890.0,9.715
Rice,2016,Kharif     ,Andhra Pradesh,1519656.0,5233690,890.0,3.361538462
Rice,2016,Rabi       ,Andhra Pradesh,585363.0,2768647,890.0,3.727692308
Sugarcane,2016,Whole Year ,Andhra Pradesh,102732.0,7830250,890.0,86.50846154
Sunflower,2016,Kharif     ,Andhra Pradesh,8526.0,5950,890.0,0.861666667
Sunflower,2016,Rabi       ,Andhra Pradesh,12602.0,15317,890.0,0.910833333
Wheat,2016,Rabi       ,Andhra Pradesh,33.0,76,890.0,2.155
Bajra,2016,Kharif     ,Puducherry,12.0,16,1391.3,1.33
Bajra,2016,Summer     ,Puducherry,4.0,5,1391.3,1.25
Groundnut,2016,Kharif     ,Puducherry,1.0,3,1391.3,3.0
Groundnut,2016,Rabi       ,Puducherry,212.0,636,1391.3,3.0
Groundnut,2016,Summer     ,Puducherry,40.0,112,1391.3,2.8
Onion,2016,Summer     ,Puducherry,1.0,5,1391.3,5.0
Rice,2016,Kharif     ,Puducherry,3693.0,13151,1391.3,3.24
Rice,2016,Rabi       ,Puducherry,8412.0,23024,1391.3,3.436666667
Rice,2016,Summer     ,Puducherry,4100.0,15989,1391.3,2.535
Sugarcane,2016,Kharif     ,Puducherry,1677.0,209625,1391.3,125.0
Maize,2016,Kharif     ,Assam,31333.0,91219,2296.8,2.545925926
Onion,2016,Whole Year ,Assam,8266.0,81282,2296.8,7.141111111
Potato,2016,Whole Year ,Assam,106437.0,777829,2296.8,7.258518519
Rice,2016,Autumn     ,Assam,168044.0,228206,2296.8,1.405185185
Rice,2016,Summer     ,Assam,408132.0,1131872,2296.8,2.412692308
Rice,2016,Winter     ,Assam,1890960.0,3767357,2296.8,1.996666667
Sugarcane,2016,Whole Year ,Assam,31383.0,1207167,2296.8,37.7337037
Wheat,2016,Rabi       ,Assam,17452.0,23459,2296.8,1.2684
Maize,2016,Kharif     ,Meghalaya,18128.0,41543,3837.1,2.245454545
Onion,2016,Rabi       ,Meghalaya,551.0,4939,3837.1,8.427
Potato,2016,Summer     ,Meghalaya,12554.0,142859,3837.1,8.252727273
Potato,2016,Winter     ,Meghalaya,6341.0,44026,3837.1,6.522727273
Rice,2016,Autumn     ,Meghalaya,33646.0,78965,3837.1,2.552727273
Rice,2016,Rabi       ,Meghalaya,13670.0,63373,3837.1,2.573636364
Rice,2016,Winter     ,Meghalaya,63862.0,162180,3837.1,2.359090909
Sugarcane,2016,Whole Year ,Meghalaya,121.0,361,3837.1,2.67
Wheat,2016,Rabi       ,Meghalaya,456.0,878,3837.1,1.632
Groundnut,2016,Kharif     ,Goa,336.0,859,3266.9,2.56
Groundnut,2016,Rabi       ,Goa,1352.0,3112,3266.9,2.3
Rice,2016,Kharif     ,Goa,27630.0,77109,3266.9,2.795
Rice,2016,Rabi       ,Goa,13193.0,36118,3266.9,2.745
Sugarcane,2016,Whole Year ,Goa,897.0,40222,3266.9,41.525
Bajra,2016,Kharif     ,Karnataka,240347.0,253510,1147.2,0.918888889
Bajra,2016,Summer     ,Karnataka,1980.0,2145,1147.2,1.076666667
Groundnut,2016,Kharif     ,Karnataka,496668.0,247658,1147.2,0.626071429
Groundnut,2016,Rabi       ,Karnataka,3309.0,7482,1147.2,2.26
Groundnut,2016,Summer     ,Karnataka,165732.0,163583,1147.2,0.977142857
Maize,2016,Kharif     ,Karnataka,1262641.0,2988982,1147.2,2.6025
Maize,2016,Rabi       ,Karnataka,87280.0,262415,1147.2,2.6956
Maize,2016,Summer     ,Karnataka,20282.0,62889,1147.2,3.482222222
Onion,2016,Kharif     ,Karnataka,183065.0,1314804,1147.2,7.5872
Onion,2016,Rabi       ,Karnataka,14675.0,210164,1147.2,13.12625
Onion,2016,Summer     ,Karnataka,3231.0,47561,1147.2,14.20695652
Potato,2016,Kharif     ,Karnataka,19963.0,196136,1147.2,10.48722222
Potato,2016,Rabi       ,Karnataka,5929.0,82004,1147.2,13.475
Potato,2016,Summer     ,Karnataka,244.0,3796,1147.2,15.46571429
Rice,2016,Kharif     ,Karnataka,942025.0,2611754,1147.2,2.529666667
Rice,2016,Rabi       ,Karnataka,18686.0,49615,1147.2,2.525333333
Rice,2016,Summer     ,Karnataka,73832.0,212837,1147.2,2.852692308
Sugarcane,2016,Whole Year ,Karnataka,397098.0,27378389,1147.2,75.5836
Sunflower,2016,Kharif     ,Karnataka,133872.0,78670,1147.2,0.532173913
Sunflower,2016,Rabi       ,Karnataka,82710.0,18135,1147.2,0.448333333
Sunflower,2016,Summer     ,Karnataka,3775.0,1638,1147.2,0.712727273
Wheat,2016,Rabi       ,Karnataka,168242.0,171429,1147.2,0.944285714
Groundnut,2016,Whole Year ,Kerala,358.0,505,2924.3,1.41
Maize,2016,Whole Year ,Kerala,65.0,68,2924.3,1.775
Onion,2016,Whole Year ,Kerala,31.0,0,2924.3,0.0
Potato,2016,Whole Year ,Kerala,556.0,8823,2924.3,15.87
Rice,2016,Autumn     ,Kerala,56601.0,167181,2924.3,2.524615385
Rice,2016,Summer     ,Kerala,42544.0,127905,2924.3,2.534285714
Rice,2016,Winter     ,Kerala,72253.0,141397,2924.3,2.102142857
Sugarcane,2016,Whole Year ,Kerala,1062.502,113130,2924.3,72.10375
Wheat,2016,Whole Year ,Kerala,1.0,1,2924.3,1.0
Bajra,2016,Kharif     ,Tamil Nadu,31511.0,93045,912.4,2.84125
Bajra,2016,Rabi       ,Tamil Nadu,18162.0,9205,912.4,0.6732
Groundnut,2016,Kharif     ,Tamil Nadu,194719.0,305193,912.4,1.692758621
Groundnut,2016,Rabi       ,Tamil Nadu,87769.0,283661,912.4,2.949666667
Maize,2016,Kharif     ,Tamil Nadu,169144.0,770221,912.4,4.682222222
Maize,2016,Rabi       ,Tamil Nadu,145886.0,183156,912.4,1.654827586
Onion,2016,Kharif     ,Tamil Nadu,13602.0,141117,912.4,10.27692308
Onion,2016,Rabi       ,Tamil Nadu,17597.0,89105,912.4,5.267407407
Potato,2016,Kharif     ,Tamil Nadu,3194.0,77476,912.4,24.5825
Potato,2016,Rabi       ,Tamil Nadu,1653.0,31493,912.4,21.248
Rice,2016,Kharif     ,Tamil Nadu,1442841.0,3554113,912.4,3.068387097
Sugarcane,2016,Whole Year ,Tamil Nadu,218262.0,18987555,912.4,78.37766667
Sunflower,2016,Kharif     ,Tamil Nadu,1959.0,1675,912.4,0.838947368
Sunflower,2016,Rabi       ,Tamil Nadu,5488.0,1244,912.4,0.298823529
Bajra,2017,Kharif     ,Andhra Pradesh,43367.0,82916,868.2,1.854545455
Bajra,2017,Rabi       ,Andhra Pradesh,4990.0,10252,868.2,1.833333333
Groundnut,2017,Kharif     ,Andhra Pradesh,647930.0,836554,868.2,1.967692308
Groundnut,2017,Rabi       ,Andhra Pradesh,86664.0,211055,868.2,2.803846154
Maize,2017,Kharif     ,Andhra Pradesh,107276.0,501801,868.2,4.422307692
Maize,2017,Rabi       ,Andhra Pradesh,229264.0,1824103,868.2,7.576153846
Onion,2017,Kharif     ,Andhra Pradesh,17336.0,662728,868.2,381.42
Onion,2017,Rabi       ,Andhra Pradesh,7382.0,249866,868.2,44.62
Potato,2017,Kharif     ,Andhra Pradesh,457.0,4758,868.2,7.15
Potato,2017,Rabi       ,Andhra Pradesh,994.0,10912,868.2,8.49
Rice,2017,Kharif     ,Andhra Pradesh,1476928.0,4941933,868.2,3.25
Rice,2017,Rabi       ,Andhra Pradesh,741258.0,3519409,868.2,3.887692308
Sugarcane,2017,Whole Year ,Andhra Pradesh,98912.0,7782670,868.2,92.49384615
Sunflower,2017,Kharif     ,Andhra Pradesh,3045.0,2249,868.2,0.924285714
Sunflower,2017,Rabi       ,Andhra Pradesh,6101.0,9421,868.2,1.082727273
Wheat,2017,Kharif     ,Andhra Pradesh,11.0,8,868.2,0.85
Wheat,2017,Rabi       ,Andhra Pradesh,38.0,27,868.2,0.716666667
Bajra,2017,Kharif     ,Puducherry,9.0,25,1582.4,2.78
Bajra,2017,Rabi       ,Puducherry,2.0,6,1582.4,3.0
Bajra,2017,Summer     ,Puducherry,3.0,8,1582.4,2.67
Groundnut,2017,Kharif     ,Puducherry,2.0,6,1582.4,3.0
Groundnut,2017,Rabi       ,Puducherry,246.0,738,1582.4,3.0
Groundnut,2017,Summer     ,Puducherry,26.0,78,1582.4,3.0
Onion,2017,Kharif     ,Puducherry,2.0,10,1582.4,5.0
Onion,2017,Summer     ,Puducherry,1.0,5,1582.4,5.0
Rice,2017,Kharif     ,Puducherry,4325.0,15281,1582.4,3.256666667
Rice,2017,Rabi       ,Puducherry,8749.0,25188,1582.4,3.27
Rice,2017,Summer     ,Puducherry,4297.0,15518,1582.4,2.85
Sugarcane,2017,Kharif     ,Puducherry,1445.0,180625,1582.4,125.0
Maize,2017,Kharif     ,Assam,31537.0,98783,2098.563636,2.989259259
Onion,2017,Whole Year ,Assam,8338.0,80374,2098.563636,7.297037037
Potato,2017,Whole Year ,Assam,102868.0,720968,2098.563636,7.139259259
Rice,2017,Autumn     ,Assam,154511.0,209349,2098.563636,1.418148148
Rice,2017,Summer     ,Assam,400402.0,1191244,2098.563636,2.704615385
Rice,2017,Winter     ,Assam,1878798.0,3883120,2098.563636,2.063703704
Sugarcane,2017,Whole Year ,Assam,30559.0,1142974,2098.563636,36.48703704
Wheat,2017,Rabi       ,Assam,17786.0,24658,2098.563636,1.3388
Maize,2017,Kharif     ,Meghalaya,18152.0,41624,4472.3,2.246363636
Onion,2017,Rabi       ,Meghalaya,551.0,4939,4472.3,8.427
Potato,2017,Summer     ,Meghalaya,12559.0,142923,4472.3,8.254545455
Potato,2017,Winter     ,Meghalaya,6354.0,44124,4472.3,6.526363636
Rice,2017,Autumn     ,Meghalaya,33575.0,78848,4472.3,2.551818182
Rice,2017,Rabi       ,Meghalaya,13683.0,63428,4472.3,2.576363636
Rice,2017,Winter     ,Meghalaya,63883.0,162272,4472.3,2.36
Sugarcane,2017,Whole Year ,Meghalaya,121.0,361,4472.3,2.67
Wheat,2017,Rabi       ,Meghalaya,460.0,887,4472.3,1.636
Groundnut,2017,Kharif     ,Goa,280.0,651,2772.5,2.33
Groundnut,2017,Rabi       ,Goa,1257.0,2819,2772.5,2.24
Rice,2017,Kharif     ,Goa,27219.0,71279,2772.5,2.635
Rice,2017,Rabi       ,Goa,11301.0,31718,2772.5,2.855
Sugarcane,2017,Whole Year ,Goa,910.0,47160,2772.5,45.41
Bajra,2017,Kharif     ,Karnataka,226389.0,361940,1111.7,1.593157895
Bajra,2017,Summer     ,Karnataka,5161.0,5313,1111.7,1.113333333
Groundnut,2017,Kharif     ,Karnataka,389994.0,429732,1111.7,1.095
Groundnut,2017,Rabi       ,Karnataka,3381.0,7601,1111.7,2.245
Groundnut,2017,Summer     ,Karnataka,171476.0,199005,1111.7,1.151818182
Maize,2017,Kharif     ,Karnataka,1183334.0,5150460,1111.7,4.282857143
Maize,2017,Rabi       ,Karnataka,100156.0,371937,1111.7,3.7392
Maize,2017,Summer     ,Karnataka,23518.0,88268,1111.7,3.739230769
Onion,2017,Kharif     ,Karnataka,117973.0,1302084,1111.7,11.2825
Onion,2017,Rabi       ,Karnataka,21870.0,310093,1111.7,13.49416667
Onion,2017,Summer     ,Karnataka,5651.0,68169,1111.7,11.80772727
Potato,2017,Kharif     ,Karnataka,23219.0,223849,1111.7,9.301176471
Potato,2017,Rabi       ,Karnataka,5557.0,103976,1111.7,18.17769231
Potato,2017,Summer     ,Karnataka,1705.0,23510,1111.7,14.78714286
Rice,2017,Kharif     ,Karnataka,737547.0,2123100,1111.7,2.9
Rice,2017,Rabi       ,Karnataka,30634.0,81726,1111.7,2.773076923
Rice,2017,Summer     ,Karnataka,224744.0,702645,1111.7,3.063703704
Sugarcane,2017,Whole Year ,Karnataka,400000.0,37460951,1111.7,91.89956522
Sunflower,2017,Kharif     ,Karnataka,111388.0,112325,1111.7,0.952173913
Sunflower,2017,Rabi       ,Karnataka,57696.0,33635,1111.7,0.926875
Sunflower,2017,Summer     ,Karnataka,4014.0,4831,1111.7,1.3175
Wheat,2017,Rabi       ,Karnataka,193338.0,219087,1111.7,1.065333333
Groundnut,2017,Whole Year ,Kerala,274.0,382,2664.8,1.39
Maize,2017,Whole Year ,Kerala,70.66,160,2664.8,1.1775
Onion,2017,Whole Year ,Kerala,9.0,0,2664.8,0.0
Potato,2017,Whole Year ,Kerala,516.0,7303,2664.8,14.15
Rice,2017,Autumn     ,Kerala,58278.0,148913,2664.8,2.217692308
Rice,2017,Summer     ,Kerala,49693.0,153463,2664.8,2.733571429
Rice,2017,Winter     ,Kerala,81115.0,218934,2664.8,2.483571429
Sugarcane,2017,Whole Year ,Kerala,1047.674,115110,2664.8,68.18888889
Wheat,2017,Whole Year ,Kerala,1.0,1,2664.8,1.0
Bajra,2017,Kharif     ,Tamil Nadu,46028.0,108435,970.9,2.344166667
Bajra,2017,Rabi       ,Tamil Nadu,17001.0,35113,970.9,2.121851852
Groundnut,2017,Kharif     ,Tamil Nadu,188544.0,463781,970.9,2.411666667
Groundnut,2017,Rabi       ,Tamil Nadu,138808.0,543671,970.9,3.660322581
Maize,2017,Kharif     ,Tamil Nadu,166195.0,1532106,970.9,8.962
Maize,2017,Rabi       ,Tamil Nadu,158323.0,1059526,970.9,6.956785714
Onion,2017,Kharif     ,Tamil Nadu,6293.0,61084,970.9,9.714166667
Onion,2017,Rabi       ,Tamil Nadu,16518.0,153558,970.9,9.684074074
Potato,2017,Kharif     ,Tamil Nadu,2358.0,40817,970.9,16.698
Potato,2017,Rabi       ,Tamil Nadu,1224.0,27698,970.9,23.12
Rice,2017,Autumn     ,Tamil Nadu,235255.0,906616,970.9,3.967857143
Rice,2017,Summer     ,Tamil Nadu,276272.0,1234550,970.9,4.451428571
Rice,2017,Winter     ,Tamil Nadu,1317338.0,4497284,970.9,4.139
Sugarcane,2017,Whole Year ,Tamil Nadu,171856.0,17155603,970.9,94.5
Sunflower,2017,Kharif     ,Tamil Nadu,542.0,1057,970.9,1.972777778
Sunflower,2017,Rabi       ,Tamil Nadu,6207.0,4936,970.9,0.895555556
Bajra,2018,Kharif     ,Andhra Pradesh,20932.0,21212,1220.5,1.300909091
Bajra,2018,Rabi       ,Andhra Pradesh,1182.0,1586,1220.5,1.353333333
Groundnut,2018,Kharif     ,Andhra Pradesh,687139.0,332910,1220.5,1.965
Groundnut,2018,Rabi       ,Andhra Pradesh,60806.0,129017,1220.5,2.72
Maize,2018,Kharif     ,Andhra Pradesh,104370.0,431440,1220.5,3.716923077
Maize,2018,Rabi       ,Andhra Pradesh,161853.0,1131719,1220.5,5.788461538
Onion,2018,Kharif     ,Andhra Pradesh,24750.0,677050,1220.5,247.5727273
Onion,2018,Rabi       ,Andhra Pradesh,5021.0,299805,1220.5,80.268
Potato,2018,Kharif     ,Andhra Pradesh,486.0,2992,1220.5,7.44
Potato,2018,Rabi       ,Andhra Pradesh,970.0,6026,1220.5,8.096666667
Rice,2018,Kharif     ,Andhra Pradesh,1563887.0,5243250,1220.5,3.263846154
Rice,2018,Rabi       ,Andhra Pradesh,644417.0,2991289,1220.5,3.699230769
Sugarcane,2018,Kharif     ,Andhra Pradesh,101525.0,8056925,1220.5,84.04769231
Sunflower,2018,Kharif     ,Andhra Pradesh,3248.0,1810,1220.5,0.994285714
Sunflower,2018,Rabi       ,Andhra Pradesh,10081.0,7363,1220.5,0.459230769
Wheat,2018,Rabi       ,Andhra Pradesh,102.0,19,1220.5,0.095
Bajra,2018,Kharif     ,Puducherry,7.0,17,1693.9,2.43
Bajra,2018,Rabi       ,Puducherry,1.0,3,1693.9,3.0
Bajra,2018,Summer     ,Puducherry,3.0,8,1693.9,2.67
Groundnut,2018,Kharif     ,Puducherry,3.0,9,1693.9,3.0
Groundnut,2018,Rabi       ,Puducherry,271.0,867,1693.9,3.2
Groundnut,2018,Summer     ,Puducherry,13.0,42,1693.9,3.23
Onion,2018,Kharif     ,Puducherry,1.0,3,1693.9,3.0
Onion,2018,Summer     ,Puducherry,1.0,6,1693.9,6.0
Rice,2018,Kharif     ,Puducherry,4298.0,16082,1693.9,3.373333333
Rice,2018,Rabi       ,Puducherry,9048.0,30635,1693.9,3.976666667
Rice,2018,Summer     ,Puducherry,4515.0,16626,1693.9,2.885
Sugarcane,2018,Kharif     ,Puducherry,1444.0,187720,1693.9,130.0
Maize,2018,Kharif     ,Assam,32264.0,105003,2372.9,2.868518519
Onion,2018,Whole Year ,Assam,8211.0,84835,2372.9,7.455185185
Potato,2018,Whole Year ,Assam,103205.0,773481,2372.9,7.511851852
Rice,2018,Autumn     ,Assam,144766.0,209122,2372.9,1.492592593
Rice,2018,Summer     ,Assam,400873.0,1145512,2372.9,2.645
Rice,2018,Winter     ,Assam,1879539.0,4082738,2372.9,2.15
Sugarcane,2018,Whole Year ,Assam,31199.0,1093930,2372.9,33.76481481
Wheat,2018,Rabi       ,Assam,16945.0,23693,2372.9,1.371666667
Maize,2018,Kharif     ,Meghalaya,18163.0,41667,5649.1,2.246363636
Onion,2018,Rabi       ,Meghalaya,557.0,4997,5649.1,8.429
Potato,2018,Summer     ,Meghalaya,12569.0,143031,5649.1,8.255454545
Potato,2018,Winter     ,Meghalaya,6360.0,44175,5649.1,6.526363636
Rice,2018,Autumn     ,Meghalaya,33494.0,78214,5649.1,2.545454545
Rice,2018,Rabi       ,Meghalaya,13624.0,63050,5649.1,2.569090909
Rice,2018,Winter     ,Meghalaya,63814.0,161706,5649.1,2.352727273
Sugarcane,2018,Whole Year ,Meghalaya,125.0,374,5649.1,2.67125
Wheat,2018,Rabi       ,Meghalaya,462.0,892,5649.1,1.638
Groundnut,2018,Kharif     ,Goa,210.0,498,4406.0,2.37
Groundnut,2018,Rabi       ,Goa,214.0,497,4406.0,2.32
Rice,2018,Kharif     ,Goa,25841.0,70272,4406.0,2.72
Rice,2018,Rabi       ,Goa,10543.0,28582,4406.0,2.72
Sugarcane,2018,Whole Year ,Goa,888.0,35296,4406.0,34.38
Bajra,2018,Kharif     ,Karnataka,193010.0,175359,1419.1,0.9675
Bajra,2018,Summer     ,Karnataka,1418.0,1543,1419.1,1.112
Groundnut,2018,Kharif     ,Karnataka,397745.0,271955,1419.1,0.799285714
Groundnut,2018,Rabi       ,Karnataka,2766.0,5770,1419.1,2.115
Groundnut,2018,Summer     ,Karnataka,140610.0,118972,1419.1,0.910869565
Maize,2018,Kharif     ,Karnataka,1296051.0,3407725,1419.1,2.882413793
Maize,2018,Rabi       ,Karnataka,93618.0,317479,1419.1,3.1972
Maize,2018,Summer     ,Karnataka,19621.0,67607,1419.1,3.2775
Onion,2018,Kharif     ,Karnataka,193156.0,1462077,1419.1,8.4024
Onion,2018,Rabi       ,Karnataka,16788.0,222577,1419.1,12.06083333
Onion,2018,Summer     ,Karnataka,3665.0,38682,1419.1,10.361
Potato,2018,Kharif     ,Karnataka,21372.0,169235,1419.1,8.165862069
